id,pondera_dem,fecha,region,sexo,edad,p1,p1otros,p2,p2_1,p2_1otro,p2_2,p3,p4,p5,p6horas,p6minutos,horas_radio,minutos_radio,p7_1,p7_2,p7_3,p7_4,p7_5,p8a,p8b,p8c,p8d,p8e,p8f,p8g,p8otros,p9,p10,p10_1,p10_1otr,p10_2,p11,p12horas,p12minutos,horas_musica,minutos_musica,p13_1,p13_2,p13_3,p13_4,p13_5,p13_6,p13_7,p13_8,p13_9,p14_1,p14_2,p14_3,p14_4,p14_5,p14_6,p14_7,p14_8,p14_9,p14_10,p14_11,p14_12,p14_13,p14_14,p15,p16,p17_1,p17_2,p18a,p18b,p18c,p18d,p18e,p18f,p18g,p18otros,
21,3318,12/5/2017,CENTRO,Varón,27,"LA TRADICION, LA HISTORIA", ,NO,PORQUE NO LE GUSTA LA RADIO, ,NO,NA,NA,NA,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,2,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,1,0,1,0,ALGUNAS VECES AL MES,NUNCA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,CASI NUNCA,HABITUALMENTE,NUNCA,NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,3 canciones,SI,ALGUNOS DIAS POR SEMANA,ALGUNAS VECES AL MES,SPOTIFY,YOUTUBE,ARES,NA,NA,NA,NA,
22,4571,12/5/2017,CENTRO,Varón,53,"LA TRADICION, LA HISTORIA", ,SI,, ,NA,NO,TODOS O CASI TODOS LOS DIAS,AMBAS POR IGUAL,2,0,2,0,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,INFORMATIVOS / NOTICIEROS,NA,NA,NA,NA,NA,NA, ,2,SI,, ,NA,ALGUNAS VECES AL MES,0,15,0,15,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NS/NC,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,
23,3811,5/5/2017,CENTRO,Varón,75,"HABITOS, COSTUMBRES, COMPORTAMIENTOS", ,SI,, ,NA,NO,TODOS O CASI TODOS LOS DIAS,AMBAS POR IGUAL,2,0,2,0,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,INFORMATIVOS / NOTICIEROS,MUSICALES,NA,NA,NA,NA,NA, ,2,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,1,0,1,0,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,HABITUALMENTE,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,8 canciones,NO,NA,NA,NA,NA,NA,NA,NA,NA,
24,3009,16/5/2017,CENTRO,Mujer,15,"LA TRADICION, LA HISTORIA", ,NO,PORQUE NO LE GUSTA LA RADIO, ,NO,NA,NA,NA,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,2,0,2,0,NUNCA,NUNCA,TODOS O CASI TODOS LOS DIAS,NS/NC,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,CASI NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,HABITUALMENTE,NUNCA,NUNCA,NUNCA,HABITUALMENTE,5 canciones,SI,TODOS O CASI TODOS LOS DIAS,ALGUNOS DIAS POR SEMANA,YOUTUBE,ARES,NA,NA,NA,NA,NA,
25,2523,16/5/2017,CENTRO,Mujer,29,"HABITOS, COSTUMBRES, COMPORTAMIENTOS", ,NO,PORQUE NO TIENE EQUIPOS DE RADIO, ,SI,NA,NA,NA,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,0,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,8,0,8,0,TODOS O CASI TODOS LOS DIAS,TODOS O CASI TODOS LOS DIAS,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,HABITUALMENTE,HABITUALMENTE,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,3 canciones,SI,ALGUNOS DIAS POR SEMANA,NUNCA,SPOTIFY,YOUTUBE,NA,NA,NA,NA,
26,2565,16/5/2017,CENTRO,Varón,14,"LA TRADICION, LA HISTORIA", ,NO,PORQUE NO LE GUSTA LA RADIO, ,NO,NA,NA,NA,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,2,0,2,0,NUNCA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,HABITUALMENTE,DE VEZ EN CUANDO,NUNCA,HABITUALMENTE,NUNCA,NUNCA,NUNCA,HABITUALMENTE,NS/NC,SI,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,YOUTUBE,ARES,NA,NA,NA,NA,NA,
27,4625,16/5/2017,CENTRO,Mujer,34,"LA FORMA DE PENSAR, IDEOLOGIA, VALORES", ,SI,, ,NA,NO,ALGUNOS DIAS POR SEMANA,FM,0,15,0,15,NS/NC,ALGUNOS DIAS POR SEMANA,NS/NC,NS/NC,NS/NC,MUSICALES,NA,NA,NA,NA,NA,NA, ,0,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,0,30,0,30,TODOS O CASI TODOS LOS DIAS,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,CASI NUNCA,HABITUALMENTE,NUNCA,NUNCA,CASI NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,DE VEZ EN CUANDO,7 canciones,NO,NA,NA,NA,NA,NA,NA,NA,NA,
28,4625,15/5/2017,CENTRO,Mujer,46,"LA TRADICION, LA HISTORIA", ,NO,PORQUE NO LE GUSTA LA RADIO, ,NO,NA,NA,NA,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,NS/NC,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,1,0,1,0,NUNCA,TODOS O CASI TODOS LOS DIAS,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,HABITUALMENTE,HABITUALMENTE,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,5 canciones,SI,ALGUNOS DIAS POR SEMANA,NUNCA,YOUTUBE,CIENRADIOS,NA,NA,NA,NA,NA,
29,2029,12/5/2017,CENTRO,Mujer,76,"LA TRADICION, LA HISTORIA", ,SI,, ,NA,NO,TODOS O CASI TODOS LOS DIAS,AMBAS POR IGUAL,2,0,2,0,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,INFORMATIVOS / NOTICIEROS,NA,NA,NA,NA,NA,NA, ,2,NO,PORQUE NO LE INTERESA, ,SI,NA,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
30,4157,12/5/2017,CENTRO,Varón,34,"LA FORMA DE PENSAR, IDEOLOGIA, VALORES", ,SI,, ,NA,NO,ALGUNOS DIAS POR SEMANA,FM,0,30,0,30,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,INFORMATIVOS / NOTICIEROS,DEPORTIVOS,NA,NA,NA,NA,NA, ,0,SI,, ,NA,ALGUNOS DIAS POR SEMANA,0,30,0,30,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,CASI NUNCA,DE VEZ EN CUANDO,NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,8 canciones,NO,NA,NA,NA,NA,NA,NA,NA,NA,
31,2012,18/5/2017,CENTRO,Varón,19,"HABITOS, COSTUMBRES, COMPORTAMIENTOS", ,NO,PORQUE NO LE INTERESA, ,NO,NA,NA,NA,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,6,30,6,30,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,HABITUALMENTE,HABITUALMENTE,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,7 canciones,NO,NA,NA,NA,NA,NA,NA,NA,NA,
32,6035,17/5/2017,CENTRO,Varón,21,"LA TRADICION, LA HISTORIA", ,SI,, ,NA,NO,ALGUNOS DIAS POR SEMANA,FM,1,0,1,0,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,INFORMATIVOS / NOTICIEROS,MUSICALES,DEPORTIVOS,NA,NA,NA,NA, ,1,SI,, ,NA,ALGUNOS DIAS POR SEMANA,0,30,0,30,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,CASI NUNCA,CASI NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,HABITUALMENTE,HABITUALMENTE,NUNCA,NUNCA,3 canciones,SI,TODOS O CASI TODOS LOS DIAS,ALGUNOS DIAS POR SEMANA,YOUTUBE,NA,NA,NA,NA,NA,NA,
33,2651,16/5/2017,CENTRO,Varón,33,"INFORMACION, ESTUDIAR, CONOCER", ,SI,, ,NA,SI,ALGUNOS DIAS POR SEMANA,FM,3,0,3,0,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DIAS,NUNCA,MUSICALES,CULTURALES,NA,NA,NA,NA,NA, ,1,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,4,0,4,0,NUNCA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,TODOS O CASI TODOS LOS DIAS,NUNCA,ALGUNOS DIAS POR SEMANA,CASI NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,HABITUALMENTE,CASI NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,4 canciones,SI,TODOS O CASI TODOS LOS DIAS,ALGUNOS DIAS POR SEMANA,YOUTUBE,PERSONAL PLAY MÚSICA,NA,NA,NA,NA,
34,884,18/5/2017,CENTRO,Varón,45,"INFORMACION, ESTUDIAR, CONOCER", ,SI,, ,NA,NO,ALGUNOS DIAS POR SEMANA,AMBAS POR IGUAL,3,30,3,30,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DIAS,NUNCA,MUSICALES,DEPORTIVOS,NA,NA,NA,NA,NA, ,1,SI,, ,NA,ALGUNOS DIAS POR SEMANA,2,0,2,0,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,CASI NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,HABITUALMENTE,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,6 canciones,NO,NA,NA,NA,NA,NA,NA,NA,NA,
35,4861,17/5/2017,CENTRO,Varón,71,"INFORMACION, ESTUDIAR, CONOCER", ,SI,, ,NA,NO,ALGUNOS DIAS POR SEMANA,FM,2,30,2,30,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,ALGUNAS VECES AL MES,NUNCA,MUSICALES,DEPORTIVOS,NA,NA,NA,NA,NA, ,2,SI,, ,NA,ALGUNOS DIAS POR SEMANA,1,30,1,30,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,ALGUNAS VECES AL MES,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,HABITUALMENTE,NUNCA,NUNCA,NUNCA,NUNCA,CASI NUNCA,CASI NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,10 canciones,NO,NA,NA,NA,NA,NA,NA,NA,NA,
36,1530,18/5/2017,CENTRO,Mujer,19,"LOS MODALES, EL BUEN COMPORTAMIENTO", ,SI,, ,NA,NO,ALGUNOS DIAS POR SEMANA,FM,2,30,2,30,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DIAS,NUNCA,MUSICALES,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,3,0,3,0,ALGUNAS VECES AL MES,NUNCA,NUNCA,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,HABITUALMENTE,HABITUALMENTE,NUNCA,NUNCA,NUNCA,CASI NUNCA,NUNCA,NUNCA,NUNCA,4 canciones,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,
37,3825,16/5/2017,CENTRO,Mujer,20,"EL ARTE, LO CULTO", ,SI,, ,NA,SI,ALGUNOS DIAS POR SEMANA,FM,2,30,2,30,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,MUSICALES,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,ALGUNOS DIAS POR SEMANA,2,30,2,30,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,9 canciones,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,
38,2949,17/5/2017,CENTRO,Mujer,33,"HABITOS, COSTUMBRES, COMPORTAMIENTOS", ,SI,, ,NA,NO,ALGUNOS DIAS POR SEMANA,FM,1,0,1,0,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,MUSICALES,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,2,0,2,0,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,ALGUNOS DIAS POR SEMANA,HABITUALMENTE,NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,HABITUALMENTE,DE VEZ EN CUANDO,NUNCA,CASI NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,8 canciones,SI,TODOS O CASI TODOS LOS DIAS,ALGUNOS DIAS POR SEMANA,GOOGLE PLAY,YOUTUBE,NA,NA,NA,NA,
39,2949,17/5/2017,CENTRO,Mujer,45,"LA TRADICION, LA HISTORIA", ,SI,, ,NA,SI,TODOS O CASI TODOS LOS DIAS,FM,1,0,1,0,NUNCA,NUNCA,TODOS O CASI TODOS LOS DIAS,TODOS O CASI TODOS LOS DIAS,NUNCA,MUSICALES,NA,NA,NA,NA,NA,NA, ,0,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,0,45,0,45,ALGUNOS DIAS POR SEMANA,NUNCA,ALGUNAS VECES AL MES,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNAS VECES AL MES,DE VEZ EN CUANDO,NUNCA,DE VEZ EN CUANDO,CASI NUNCA,NUNCA,DE VEZ EN CUANDO,HABITUALMENTE,DE VEZ EN CUANDO,DE VEZ EN CUANDO,DE VEZ EN CUANDO,DE VEZ EN CUANDO,NUNCA,NUNCA,HABITUALMENTE,3 canciones,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,
40,2704,16/5/2017,CENTRO,Mujer,62,"HABITOS, COSTUMBRES, COMPORTAMIENTOS", ,SI,, ,NA,NO,TODOS O CASI TODOS LOS DIAS,FM,12,0,12,0,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,MUSICALES,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,7,0,7,0,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DIAS,HABITUALMENTE,NUNCA,NUNCA,NUNCA,NUNCA,HABITUALMENTE,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,8 canciones,NO,NA,NA,NA,NA,NA,NA,NA,NA,
41,9283,20/5/2017,NEA,Varón,17,"LA TRADICION, LA HISTORIA", ,SI,, ,NA,SI,TODOS O CASI TODOS LOS DIAS,FM,2,0,2,0,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,TODOS O CASI TODOS LOS DIAS,NUNCA,MUSICALES,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,5,0,5,0,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,HABITUALMENTE,HABITUALMENTE,NUNCA,NUNCA,HABITUALMENTE,NUNCA,HABITUALMENTE,NUNCA,NUNCA,5 canciones,SI,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,YOUTUBE,NA,NA,NA,NA,NA,NA,
42,9280,20/5/2017,NEA,Varón,24,"INFORMACION, ESTUDIAR, CONOCER", ,SI,, ,NA,NO,TODOS O CASI TODOS LOS DIAS,FM,2,0,2,0,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,TODOS O CASI TODOS LOS DIAS,NUNCA,MUSICALES,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,4,0,4,0,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,HABITUALMENTE,HABITUALMENTE,NUNCA,HABITUALMENTE,HABITUALMENTE,NUNCA,NUNCA,HABITUALMENTE,NUNCA,HABITUALMENTE,NUNCA,NUNCA,5 canciones,SI,TODOS O CASI TODOS LOS DIAS,TODOS O CASI TODOS LOS DIAS,YOUTUBE,NA,NA,NA,NA,NA,
43,1608,19/5/2017,NEA,Varón,35,"LA TRADICION, LA HISTORIA", ,SI,, ,NA,NO,ALGUNAS VECES AL MES,FM,2,0,2,0,ALGUNAS VECES AL MES,NUNCA,NUNCA,NUNCA,NUNCA,INFORMATIVOS / NOTICIEROS,MUSICALES,NA,NA,NA,NA,NA, ,1,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,4,0,4,0,NUNCA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,HABITUALMENTE,HABITUALMENTE,HABITUALMENTE,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,10 canciones,SI,TODOS O CASI TODOS LOS DIAS,TODOS O CASI TODOS LOS DIAS,GOOGLE PLAY,NA,NA,NA,NA,NA,NA,
44,9649,20/5/2017,NEA,Varón,48,"EL ARTE, LO CULTO", ,SI,, ,NA,SI,ALGUNAS VECES AL MES,FM,4,0,4,0,ALGUNAS VECES AL MES,NUNCA,ALGUNAS VECES AL MES,NUNCA,NUNCA,INFORMATIVOS / NOTICIEROS,ACTUALIDAD / MAGAZINE,NA,NA,NA,NA,NA, ,1,SI,, ,NA,ALGUNOS DIAS POR SEMANA,4,0,4,0,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,DE VEZ EN CUANDO,NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,10 canciones,SI,ALGUNOS DIAS POR SEMANA,NUNCA,YOUTUBE,NA,NA,NA,NA,NA,NA,
45,2778,19/5/2017,NEA,Varón,63,"INFORMACION, ESTUDIAR, CONOCER", ,SI,, ,NA,NO,TODOS O CASI TODOS LOS DIAS,FM,3,30,3,30,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,MUSICALES,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,6,0,6,0,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,HABITUALMENTE,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,HABITUALMENTE,NUNCA,10 canciones,NO,NA,NA,NA,NA,NA,NA,NA,NA,
46,5623,19/5/2017,NEA,Mujer,19,"INFORMACION, ESTUDIAR, CONOCER", ,SI,, ,NA,SI,ALGUNAS VECES AL MES,AM,1,0,1,0,NUNCA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DIAS,NUNCA,MUSICALES,NA,NA,NA,NA,NA,NA, ,0,SI,, ,NA,ALGUNOS DIAS POR SEMANA,3,0,3,0,NUNCA,NUNCA,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,HABITUALMENTE,HABITUALMENTE,NUNCA,NUNCA,NUNCA,NUNCA,HABITUALMENTE,NUNCA,NUNCA,10 canciones,SI,TODOS O CASI TODOS LOS DIAS,TODOS O CASI TODOS LOS DIAS,YOUTUBE,NA,NA,NA,NA,NA,
47,4217,19/5/2017,NEA,Mujer,20,"EL ARTE, LO CULTO", ,NO,PORQUE NO LE INTERESA, ,NO,NA,NA,NA,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,ALGUNAS VECES AL MES,2,30,2,30,ALGUNAS VECES AL MES,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,10 canciones,SI,NUNCA,NUNCA,GOOGLE PLAY,YOUTUBE,NA,NA,NA,NA,NA,
48,6755,19/5/2017,NEA,Mujer,40,"INFORMACION, ESTUDIAR, CONOCER", ,SI,, ,NA,NO,TODOS O CASI TODOS LOS DIAS,FM,1,30,1,30,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,INFORMATIVOS / NOTICIEROS,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,ALGUNAS VECES AL MES,2,0,2,0,NUNCA,NUNCA,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,HABITUALMENTE,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,10 canciones,SI,TODOS O CASI TODOS LOS DIAS,TODOS O CASI TODOS LOS DIAS,YOUTUBE,NA,NA,NA,NA,NA,
49,4415,19/5/2017,NEA,Mujer,55,"LA FORMA DE PENSAR, IDEOLOGIA, VALORES", ,SI,, ,NA,NO,ALGUNAS VECES AL MES,FM,4,0,4,0,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,MUSICALES,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,ALGUNAS VECES AL MES,4,0,4,0,ALGUNAS VECES AL MES,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,HABITUALMENTE,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,HABITUALMENTE,NUNCA,NUNCA,NUNCA,NUNCA,10 canciones,NO,NA,NA,NA,NA,NA,NA,NA,NA,
50,3075,19/5/2017,NEA,Mujer,65,"LA TRADICION, LA HISTORIA", ,NO,PORQUE NO LE INTERESA, ,NO,NA,NA,NA,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,ALGUNAS VECES AL MES,1,0,1,0,NUNCA,ALGUNAS VECES AL MES,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,10 canciones,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,
